id,name,title,author_fn,author_ln,description,digitized,source,image,related,datasource,license,downloaded,created,contact,creator,note
349032,North Asia: Paleoasiatic and other North Asiatic languages (TITUS)- LL-MAP,Paleoasiatic and other North Asiatic Languages,,,"This map depicts the languages of North Asia. Moving roughly from north to south in the western part of the map, the Uralic languages are divided into Samoyedic, Ob-Ugric, Turkic, and Mongolian. Directly to the east and north are Tungusic languages, while Paleoasiatic languages are located to the far north and east.",April 2010,,Siberia/siberia.png,,"H. Glück (ed.), Metzler Lexikon Sprache, Stuttgart / Weimar: Metzler 1993, p. 659.","Jost Gippert, Frankfurt a/M 1999-2003. This server provides teaching materials concerning Indo-European and Non-Indo-European languages. Those materials that can be downloaded via http can be used freely for teaching purposes, provided that they are quoted as sources and the name(s) of the editor(s) and the date of last changes are indicated. No parts of this document may be republished in any form without prior permission by the copyright holder.",,,,,
344977,Language Atlas of China: Minority Languages in Southern China,,,,"This map depicts minority languages spoken in Southern China. The language regions displayed here encompass only 30% of China's physical area and 15% of its total population, but 75% of its minority language speakers.
<p>
In the accompanying text, the authors explain that the area labeled ""Taiwan Austronesian"" refers to the group of ""Gaoshan"" languages, which include Atayal, Sedeq, Tsou, Kanakanabu, Saaroa, Paiwan, Amis, Bunun, Rukai, Puyuma, Saisiyat, Yami, and Thao. The language coding for this digitized map reflects these.
<p>
Notes: 
-Some language areas that were present in the original image have been left off this map, to prevent confusing overlap with the [Minority Languages of Northern China](ContributionTable#cldf:346160).
-The language areas on this map include disputed territory in Tibet which is also claimed by India, and which overlaps the area considered India in LL-MAP. This is not meant to imply that the map describes the extent of these languages in India - it exclusively depicts language areas within what is, from the perspective of the original mapmakers, China.",July 2012,wurm1987,LanguageAtlasChina/SouthernMinorityLangs.jpg,"For a more complete picture, you may want to view this map in conjunction with 
        [Minority Languages of Northern China](ContributionTable#cldf:346160).
<p>
For Language Atlas of China maps displaying language areas from this map in more detail, see [Kam-Tai Languages](ContributionTable#cldf:345306).",,,,,,,
352335,Languages Spoken on the Islands of India (Breton),Languages Spoken on the Islands of India,,,"This map depicts islands around southern India, including the Locadive Islands, Minicoy Island, Maldives and Sri Lanka. These islands are linguistically diverse, with the Locadives speaking a Dravidian language, and Minicoy and Maldives (which are further south) speaking Indo-Aryan languages more similar to those spoken in Northern India. Sri Lanka also has 2 language enclaves, where pidgin and creoles are spoken; in this case Creole Malay and Indo-Portuguese.
Notes on reading this map:
The yellow lines outlining the Locadive Islands, Minicoy Island and Maldives is solely there for ease of locating the islands. You will need to zoom in to see the language information effectively.",August 2012,breton1997,BretonIndia/Breton042.jpg,"[The Languages of India: Subcontinent & Surroundings (Breton)](ContributionTable#cldf:341336)
        [Languages Spoken in the Kashmiri and Dardic Regions (Breton)](ContributionTable#cldf:346499)
[Area where Pushto, Baluchi & Brahuiare spoken (Breton)](ContributionTable#cldf:351420)",,,,,,,
351420,"Areas where Pushto, Baluchi & Brahui are Spoken (Breton)","Area Where Pushto, Baluchi & Brahui are Spoken",,,"This map depicts the areas where Pushto, Baluchi & Brahui are spoken. These languages are spoken in an area that spans from Turkmenistan to India, and includes dialects spoken mainly in Pakistan and Afghanistan. Both Pushto and Baluchi are Indo-Iranian languages, which are a part of the Indo-Aryan subgroup of Indo-European languages. Brahui, however, is a Dravidian language, and is linguistically linked to those languages spoken in southern India. The portion of Pakistan where Brahui is spoken is completely surrounded by Baluchi and bordered by Pushto to the north and east.",August 2012,breton1997,BretonIndia/Breton002.jpg,"[The Languages of India: Subcontinent & Surroundings (Breton)](ContributionTable#cldf:341336)
      [ Languages Spoken in the Kashmiri and Dardic Regions (Breton)](ContributionTable#cldf:346499) 
[Languages Spoken on the Islands of India (Breton)](ContributionTable#cldf:352335)",,,,,,,
349725,Central Asia: Turkic Languages (TITUS) -LL-MAP,Turkic Languages,,,"This map depicts 37 Turkic languages which have been divided roughly by geographical region into six groups throughout Central Asia, the Middle East, and Russia.",19 October 2009,,TurkicLangs/turklane.png,,"H. Glück (ed.). 1993. Metzler Lexikon Sprache, 659. Stuttgart/ Weimar: Metzler.","Jost Gippert, Frankfurt a/M 1999-2003. This server provides teaching materials concerning Indo-European and Non-Indo-European languages. Those materials that can be downloaded via http can be used freely for teaching purposes, provided that they are quoted as sources and the name(s) of the editor(s) and the date of last changes are indicated. No parts of this document may be republished in any form without prior permission by the copyright holder.",,,,,
353097,Sri Lanka: Sinhala Speakers by District - 1953 (Breton),Sri Lanka: Percentage of Sinhala Speakers by District - 1953,,,"This map shows the percentage of Sinhala speakers per district of Sri Lanka in 1953. A majority of the Sinhala speakers reside in the western portion of the country, with the eastern portion dominated by Sri Lankan Tamil.
Notes on reading this map:
Because of the way this map is projected in the viewer, you may need to either zoom in to read the language labels, or you may need to reposition the map slightly to view all available polygons.",August 2012,breton1997,BretonIndia/Breton031.jpg,"[Languages Spoken  on the Island of India (Breton)](ContributionTable#cldf:352335)
[Sri Lanka: Percentage of Tamil Speakers by District - 1953 (Breton)](ContributionTable#cldf:353137)
[Sri Lanka: Ceylon Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:353431)
[Sri Lanka: Moors Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:354666)
[Sri Lanka: Indian Tamil Speaking Enclaves (Breton)](ContributionTable#cldf:354769) 
[Sri Lanka: Low Country Sinhalese Speaking Enclaves (Breton)](ContributionTable#cldf:354814)
[Sri Lanka: Kandyan Sinhalese Speaking Enclaves (Breton)](ContributionTable#cldf:354955)",,,,,,,
345845,Iran: Ethnoreligious Distribution (CIA),Iran: Ethnoreligious Distribution,,,"The map presents the distribution of ethnic groups in Iran, and the Sunni and Shia religious regions.",2004,"[Iran: Ethnoreligious Distribution in the Perry-Castañeda Library
Map Collection](http://www.lib.utexas.edu/maps/)",IranEthnoRel/IranEthnoRel.jpg,,,"This image is a work of a Central Intelligence Agency employee, taken or made during the course of the person's official duties. As a Work of the United States Government, all images created or made by the CIA are in the public domain, with the exception of classified information.",,,"Perry-Castañeda Library Map Collection [<!--E-mail a question-->](http://www.lib.utexas.edu/maps/email.html)",,
349662,Distribution of Ethnic Groups and Languages in Siberia at the Beginning of the 20th Century-LL-MAP,Distribution of Ethnic Groups and Languages in Siberia at the Beginning of the 20th Century,,,"This maps illustrates the locations of various language areas and ethnic groups prominent in Siberia at the beginning of the 20th Century. It is important to note that the expansion of Russians and their language affected the northeastern part of Siberia, especially the Kamchatka Peninsula, a region formerly taken up by the Itelmens and their language.",June 2010,wurm1996,SiberianGrps20th/atlas002.png,,,,,,,,
352963,Togo: Ginyanga-speaking communities - LL-MAP,Ginyanga-speaking places in Togo,,,"This map shows the Ginyanga speaking communities mentioned in Diller and Jordan-Diller (2008), that were possible to find in the [National Geospatial intelligence Agency's online coordinate database ](http://geonames.nga.mil)
		The whole language area is described as follows: ""The Anyanga people live in the Blitta division of the central province of Togo between the Togo
Mountains and the Mono River. Anyanga villages include: Agbandi, Diguina, Blitta-carrefour,
Doufouli, Pagala-village, Pagala-gare (for which Diguina-Konta is an alternate name), Anamagn&#233,
Doufouli-Akora, and a very small village named Diguina (II) between Pagala-village and Pagalagare [...] The villages previously listed are predominantly Anyanga with the
exception of Tchifama, which is now mostly Adel&#233-speaking. Pagala-gare and Blitta-carrefour also
have very mixed populations with many Ewe, Kotokoli, and Kabiy&#232 speakers.
The Anyanga are bordered by Kabiy&#232 villages to the east and south. There are also Kabiy&#232 villages
between Diguina and Pagala-village. To the west they are bound by Adel&#233 villages, and to the north
is a forest reserve. Kotokoli and Nawdm farming communities are interspersed throughout the area."" (Diller and Jordan-Diller 2008)
		The Ginyanga language belongs to the Guang language family.",,,,,"Diller, Jason and Kari Jordan-Diller. 2008. [Ginyanga literacy development: a survey of attitudes and strategies](http://www.sil.org/silesr/2008/silesr2008-020.pdf). SIL Electronic Survey Report.
	    [The National Geospatial intelligence Agency's online coordinate database](http://geonames.nga.mil)","[GNU Free Documentation License](http://www.gnu.org/copyleft/fdl.html)",,August 2009,"susanne<img src=""/images/at.gif"" width=""10px"" height=""10px""/>ling.su.se",Linguist List (Susanne Vejdemo),
348757,Papua New Guinea: Sociolinguistic Situation of the Sam People,Sociolinguistic Situation of the Sam People,,,"These maps are based on a sociolinguistic survey of the Sam people conducted by the Summer Institute of Linguistics in 
		February of 2001. The two maps selected show the  language and dialect boundaries in the Rai Coast of Madang Province 
		of Papua New Guinea where the Sam people reside, as well as common travel routes used in the region. This information 
		is part of a larger body of research which examines the relevant cultural, demographic, and geographic aspects while 
		investigating the vitality of the Sam language.",1 Oct 2009,"Rueck, Mike and Jore, Tim. 2003. [Sociolinguistic Situation of the Sam People.](http://www.sil.org/silesr/2003/silesr2003-019.pdf) 
	SIL Electronic Survey Reports 2003-019. Dallas: SIL International. 	
		[SIL International 2003](http://www.sil.org/silesr/yearindex.asp?year=2003)",Sam/original-select-template.html,,,,,3 Apr 2009,"[SIL International, silesr_Dallas<img src=""/images/at.gif"" width=""10px"" height=""10px""/>sil.org](http://www.sil.org/sil/contact.html)",,
346109,Persian (Public Content),Persian,,,This map displays areas where Persian is spoken as a mother tongue.,September 2008,"[Persian Language Location Map, Wikimedia Commons](https://commons.wikimedia.org/wiki/Image:Persian_Language_Location_Map.PNG)","Persian/Persian.PNG
Persian_Language_Location_Map/Persian_Language_Location_Map.PNG",,,"[GNU Free Documentation Licence](http://en.wikipedia.org/wiki/GNU_Free_Documentation_License)",,,,,
361463,Yup'ik Dialect Atlas and Study: ELEVATED CACHE,,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>mamteraq</i>, B stands for <i>qulvarvik</i>, C stands for <i>qulrarvik</i>, D stands for <i>neqipik</i>, E stands for <i>(e)lagyaq</i>, F stands for <i>mayurpik</i>, <i>mayurrvik</i>, and G stands for<i>ellivik</i>. 
For the Yup’ik item—<i>Elevated cache</i>—Jacobson notes that the word <i>mamteraq </i> is found in the Yukon and Norton Sound only, and in the Yup’ik names of Bethel, <i>mamterilleq</i>, and Goodnews Bay, <i>Mamterat</i>. 
<i>Ellivik/ qulvarvik/ qulrarvik</i> literally mean ‘place to put’ or ‘place to put up.’ <i>Neqivik</i> is ‘place to process fish’, and <i>(e)lagyaq</i> may be from <i>elag-</i> ‘to dig’.  Jacobson also notes that this item has inconsistent response from different villages, which raises questions of methodology. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td> * </td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> *</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> * </td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> * </td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  * </td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> X </td>
</tr>
</table>",October 2012,jacobson1998,Yupik/elevated_cache.png,,,,,,,,
362020,Yup'ik Dialect Atlas and Study: MATCH,,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>keneq</i>, B stands for <i>keńitaq</i>, C stands for <i>(e)spickaq</i>, and D stands for <i>(e)spiickaaq</i>.  
For the Yup’ik item—<i>Match</i>—Jacobson notes the unusual distribution of the items: <i>(e)spickaq</i>, a Russian loan word, but is found in central coastal area where there was little Russian influence; keneq ‘fire’, a non-loan word, yet is found in upriver Yukon, the upper Kuskokwim and the Nushagak River where there was heavily influenced by Russian. The two Yup'ik forms <i>(e)spickaq</i> and <i>(e)spiickaaq</i> are from the same Russian word <i>spíchka</i>. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>X</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  B</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> D </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> D</td>
</tr>
</table>",October 2012,jacobson1998,Yupik/match.png,,,,,,,,
362033,Yup'ik Dialect Atlas and Study: MIDDLE FINGER,,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>akulipeq</i>, B stands for <i>akulipraq</i>, C stands for <i>akulipaq</i>, D stands for <i>katneq</i>, E stands for <i>qatneq</i>, F stands for <i>qaquq</i>, G stands for <i>qeteqliq</i>, and H stands for <i>katngik</i>.  
For the Yup’ik item—<i>Middle finger</i>—Jacobson notes that <i>qeteqliq</i> is found in Golovin near to the Inupiaq area that uses a cognate, but is surprising to find in upriver Yukon and upper Kuskokim. According to the author, <i>akulipeq</i> and variants is the peripheral GCY (and Alutiiq word) while <i>katneq/qatneq</i> is the core GCY word, and <i>qaquq</i> is a word of central coastal and Canineq areas. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> F</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  X</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> C </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> C</td>
</tr>
</table>",October 2012,jacobson1998,Yupik/middle_finger.png,,,,,,,,
362072,Yup'ik Dialect Atlas and Study: MOON,,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>iraluq</i>, B stands for <i>unugcuun</i>, C stands for <i>unuggsuun</i>, and D stands for <i>tanqik</i>.  
For the Yup’ik item—<i>Moon</i>—Jacobson notes that <i>iraluq</i> and cognates is the most widespread Yup’ik word and found both to the north and south of Yup’ik. <i>Tanqik</i> and cognates is the most widespread word for ‘moon’ in Eskimo and used only in isolated Nunivak within Yup’ik and elsewhere means ‘brightness’. <i>Unugcuun/ unuggsuun</i> (the variation is predictable), literally ‘device for the night’, is the localism and found mostly in Nelson Is. The author argues that this localism is not an old one because of the modern instrumental postbase <i>-cuun/-ssuun</i> that appears to have replaced <i>–(u)n</i> and is now non-productive. He notes that words for ‘pencil’ use both postbase and words for pre-contact device use only the older postbase. Finally, <i>unugcuun</i> means ‘night lamp’, is another device for the night outside Nelson Is. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>D</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> D</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> X</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> D</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> D</td>
</tr>
</table>",October 2012,jacobson1998,Yupik/moon.png,,,,,,,,
362085,Yup'ik Dialect Atlas and Study: MOSQUITO,,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>kegturyaq</i>, B stands for <i>egturyaq</i>, C stands for <i>makuryaq</i>, and D stands for <i>makursaq</i>.  
For the Yup’ik item—<i>Mosquito</i>—Jacobson notes that the Yup’ik word <i>egturyaq/ kegturyaq</i> ‘mosquito’ is used everywhere except in peripheral GCY. He discusses that the deletion of the initial <i>k</i> (except in some divergent dialects) from <i>kegturyaq</i> to give <i>egturyaq</i> is like the pattern in original <i>kenlluni</i> WATER GOING DOWN becomes <i>enlluni</i> in GCY. Finally, the author points out that there are no cognates of the peripheral GCY word <i>makuryaq/ makursaq</i> (the variation is predictable) from other Eskimo even though “the etymology is not shallow (as in the case of <i>panayuli</i>, literally ‘good spearer’ for BUMBLEBEE)"". 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> A</td>
</tr>
</table>",October 2012,jacobson1998,Yupik/mosquito.png,,,,,,,,
362098,"Yup'ik Dialect Atlas and Study: ""MOUSE,"" VOLE",,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>avcellngaq</i>, B stands for <i>avelngaq</i>, C stands for <i>uugnar, uugnaraq</i>, D stands for <i>ugnaraq</i>, and E stands for <i>ugugnaraq</i>.  
For the Yup’ik item—<i>""Mouse"", vole</i>—Jacobson discusses the distribution of the two groups of forms <i>avcellngaq/avelngaq</i> and <i>uugnar/ugnaraq/ugugnaraq</i> that illustrate somewhat the coast vs. inland pattern. One can see this through MUSKRAT. While <i>avcellngaq</i> and <i>avelngaq</i> are unpredictable variants, the other three can be predicted in the places where they are used. The author also notes that <i>ugugnaraq</i> is ‘shrew’ rather than ‘vole’ in Golovin as in Siberian Yup’ik, Sirenikski and Unipiaq.  
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>B/E</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> B/E</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> A/E</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A/E</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B=E</td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> X</td>
</tr>
</table>",October 2012,jacobson1998,Yupik/mouse_vole.png,,,,,,,,
363222,"Indigenous Peoples of the North, Siberia and Far East of the Russian Federation",,,,"This is a map of indigenous peoples of the North, Siberia and Far East of the Russian Federation. The original image appears on the Arctic Network for the Support of the Indigenous Peoples of the Russian Arctic in the section Maps, Arctic indigenous peoples, named Map 05: Indigenous peoples of the North, Siberia and Far East of the Russian Federation - Коренные народы Севера, Сибири и Дальнего Востока РФ (1,2 Mb) (bilingual edition - двуязычная версия).  
[Arctic Network for the Support of the Indigenous Peoples of the Russian Arctic](http://ansipra.npolar.no/english/Index.html)",November 2012,"Dallmann, Winfried K. 2005. Map 05: Indigenous peoples of the North, Siberia and Far East of the Russian Federation - Коренные народы Севера, Сибири и Дальнего Востока РФ (1,2 Mb) (bilingual edition - двуязычная версия). Arctic Network for the Support of the Indigenous Peoples of the Russian Arctic. 
        [Indigenous peoples of the North, Siberia and Far East of the Russian Federation](http://ansipra.npolar.no/image/Arctic05.jpg)",Indigenous peoples_Russia/Arctic05.jpg,"The original image had to be divided into two separate maps due to International Date Line that crosses the country. You can view the rest of the map that includes the very Far North-East of the Russian Federation beyond International Date Line and the languages spoken in that area here:
        [Indigenous Peoples of the Far Eastern Russian Federation](http://www.llmap.org/viewer.html?maps=363827)",,,,,"[Winfried K. Dallman, Arctic Network for the Support of the Indigenous Peoples of the Russian Arctic](http://www.npolar.no/en/people/winfried.dallmann/index.html)",,
481263,Australia: Languages and Dialects (Oates and Oates),,,,,,,OatesLangDial/OatesLangDial.png,"org/viewer.html?maps=12207&lon=133.39326440971&lat=-24.18572159213&zoom=3"">Aboriginal Languages of Australia: Language Families (Oates and Oates)</a>
[Aboriginal Languages of Australia: Language Groups (Oates and Oates)](ContributionTable#cldf:12208)
[Aboriginal Languages of Australia: Language Locations and Tribal Groups (Dixon and Blake)](ContributionTable#cldf:11835)
[Aboriginal Languages of Australia: Language Subgroups (Oates and Oates)](ContributionTable#cldf:12210)",,,,,,,
483519,Atlas of English Dialects: Buried,,Clive,Upton,"This map shows divided areas of England based on which vowel is heard when a speaker says the word ""buried"".",October 2013,"Upton, C. D. 2006. <i>An Atlas of English dialects.</i> London; New York: Routledge",Atlas_of_English_Dialects/englishdialects2006upton002_buried_cropped.jpg,,,,,,,Clive Upton,
479752,Pano-Takánan in South America at the Time of Contact,Pano-Takánan in South America at the Time of Contact,,,"The areas pictured display locations of where Pano-Takánan languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007). The areas identified as Kashararí (Kaxararí)... represent the following languages: Kashararí (Kaxararí), Kulino (Culina), Nokamán, Kashibo (Cashibo (-Cacataibo)), Pano, Shipibo (Xipibo), Kapanawa (Capanahua), Marubo, Waninnawa, Remo, Tushinawa, Amawaka (Amahuaca), Kashinawa (Kaxinawa, Cashinahua), Sharanawa (Sharanahua), Yaminawa (Yaminahua), Atsawaka-Yamiaka (Atsahuaca, Yamiaca), Parannawa, Poyanawa (Poianáua), Shipinawa, Karipuna and Pakawara (Pacahuara, Pacaguara). Pakawara is not spoken in the northeastern area.",June 2013,,,This folder (Central and South America: Time of Contact) contains other maps showing linguistic subgroups and their time of contact. The maps may be overlaid on each other for a more complete picture.,"kaufman2007[82-92]
[MultiTree: Macro-Panoan: Kaufman 2007](ContributionTable#cldf-multitree:Macro-Panoan%3A%20Kaufman%202007)",,,,,,
12831,"Dogon Villages - Endonyms, Exonyms, and Primary Languages Spoken (Heath)***","Dogon Villages in Mali and Burkina Faso (Endonyms, Exonyms, and Primary Language Spoken)",Jeff,Heath,"According to the [Dogon Languages](http://dogonlanguages.org/) project website, approximately twenty Dogon languages exist, but due to terrain and climate, many villages have not yet been suitably surveyed. This map shows villages (listed by endonym and exonym) as well as the dominant language variety of each surveyed village; see the [Dogon and Bangime Linguistics](http://dogonlanguages.org/#languages) website for more information.",,"GPS Coordinate Data and [Dogon and Bangime Linguistics](http://dogonlanguages.org/)",,,,"GPS Coordinate Data provided by Jeff Heath on behalf of the [Dogon project](http://dogonlanguages.org/).",,9 July 2010,"Jeff Heath, University of Michigan, [Dogon and Bangime Linguistics](http://dogonlanguages.org/)",Jeff Heath,Each map in this series contains a high quality satellite relief map which will appear as the user zooms in and may take some time to load.
322049,African Climate and Vegetation from 9000 to 6700 BCE (Ehret),African Climate and Vegetation from 9000 to 6700 BCE,,,"This map displays the changes in African climate and vegetation between 9,000 and 6,700 BCE as shown by Ehret.",May 2012,ehret2002[32],Ehret005/Ehret005.png,,,,,,,,
362798,Yup'ik Dialect Atlas and Study: THUMB,,,,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>asaun</i>, B stands for <i>ayaun</i>, C stands for <i>nangneq</i>, and D stands for <i>kumluq</i>.  
For the Yup’ik item—<i>Thumb</i>—Jacobson notes that <i>kumluq</i> is the Yup’ik form of an almost pan-Eskimo word for ‘thumb’, and <i>ayaun</i> is almost a typical core GCY innovation (compare ELBOW and TONGUE) except for its surprising occurrence (predictably as <i>asaun</i>) in Mt. Village and Norton Sound Unaliq (see also BECAUSE I LEFT). Instead of being derived from the verb base <i>ayag-</i> ‘to leave’, <i>ayaun/ asaun</i> is from the root <i>ayag-</i> that deals with ‘supporting leaning’. <i>Nangneq</i> literally ‘the last one’ is found in Nunivak and Chugach Alutiiq which is the evidence of the part of the Aglurmiut hypothesis that links Nunivak and Alutiiq. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>D</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> D</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> D</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> D</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  D</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> D</td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> C</td>
</tr>
</table>",October 2012,jacobson1998,Yupik/thumb.png,,,,,,,,
11610,Mexico: Uto-Aztecan Languages (Public Content),Uto-Aztecan Languages,,,	Map of the location of the Uto-Aztecan languages in Mexico.,,[Wikimedia Commons](https://commons.wikimedia.org/wiki/File:UtoAztecanlanguages.png),Utoaztec/Utoaztec.png,,,"[ GNU Free Documentation License](http://en.wikipedia.org/wiki/GNU_Free_Documentation_License)",30 May 2008,,,,
