ID,Name,Description,Contributor,Citation,Language_IDs,Media_IDs,Related
362241,Yup'ik Dialect Atlas and Study: PERSON,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>yuk</i>, B stands for <i>cuk</i>, C stands for <i>suk</i>, and D stands for <i>taru</i>.
For the Yup’ik item—<i>Person</i>——Jacobson discusses the two variants of <i>yuk</i>: one is <i>suk</i> in some areas on the Yukon which “is the result of a universal change of initial <i>y</i> to voiceless <i>s</i>,” and therefore <i>suk, sukutaq</i> ‘moisture’ and <i>saani</i>  ‘over there’—corresponding to <i>yuk, yukutq,</i> and <i>yaani</i> in most Yup’ik; the other variant is <i>cuk</i> in Chevak and Nunivak which is because “these places have initial <i>c</i> where other places have <i>y</i> but only when followed by a single vowel”, therefore <i>cuk, cukutaq</i>, but <i>yaani</i> not <i>*caani</i>. In addition, Hooper Bay follows this initial <i>c</i> pattern except for the word <i>yuk</i>. Alutiiq follows the Chevak-Nunivak pattern with <i>s</i> instead of <i>c</i>, and not the Yukon <i>s</i> pattern, given <i>suk, sukutaq</i> but <i>yaani</i> not <i>*saani</i>. Finally, <i>taru</i> is a Alutiiq word.  
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>X</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> A</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> C=B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> C</td>
</tr>
</table>",,,,d568ea75284354e6a545dfc8388c23fb,
215245,Oto-Mangean at the Time of Contact,"The areas pictured display locations of where Oto-Mangean subgroup languages were spoken when they were first encountered and knowledge of them was recorded.  
As specified by Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, 
although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).   
This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Altas of the World's Languages.",,,,215248_geojson,"This folder (Meso-America at the Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture."
480328,Paes-Barbakóan in South America at the Time of Contact,"The areas pictured display locations of where Paes-Barbakóan languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,This folder (Central and South America: Time of Contact) contains other maps showing linguistic subgroups and their time of contact. The maps may be overlaid on each other for a more complete picture.
331530,Papua: Some Auyu-speaking villages in the Edera District (Vejdemo),"This map shows some Auyu varieties in the Edera district of Papua New Guinea. 
 It was created by combining information from a paper by Susanto (2005) and The National Geospatial intelligence 
 Agency's online coordinate database. The Susanto (2005) survey covered communities along three rivers (the Ia, Dumut, and Edera) 
 in the Edera District of Irian Jaya (Papua), Indonesia. A total of twenty villages were visited.",Linguist List (Susanne Vejdemo),,,331533_geojson,
334726,"Peoples, States and Cities in Africa ca. 100 CE (Ehret)","This map displays important groups, empires and cities in Africa circa 100 CE according to Christopher Ehret.  As shown, the Roman Empire controlled a vast territory along the northern coast and the Nile river.  Roman expansion and trade facilitated the transmission of new technologies throughout the continent, especially ironworking.  Other major cultural changes were occurring as well; Christianity began spreading throughout Northern Africa and Aksum was one of the first major kingdoms to convert around 200 years later.",,,,334756_geojson 334791_geojson 334819_geojson 6d8c14dd86a7170b50800a1628fe13a9,
336922,"Peoples, States and Cities in Northern Africa ca. 850-875 (Ehret)","This map displays the important groups and locations in northern Africa around 850-875.  To name a few of the important events of this period, Islamic settlement and continued expansion under differing Caliphates influenced much of the north of the continent, even spreading into modern-day Spain and Portugal.  At the edge of the African continent, the Abbasid Caliphate was deeply involved in several wars, including those against the Byzantine and Omayyad Empires.",,,,337093_geojson 337115_geojson 337220_geojson 337262_geojson 93ce802f9498f2b2b7ca03b4bbcdf2a7,
11589,Phillipines: Katagalugan - Tagalog Speaking Regions (Public Content),"This map displays the Tagalog-speaking regions in the Philippines. The term ""Katagalugan"" can be translated as ""Tagalog nation"" (Wikipedia).",,,tgl,bfc6083f87eaf69ae19da255717dd21a,
303785,Puinávean in Contemporary South America,This map shows where languages in the Puinávean language group were spoken in South America ca. 2007. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,,303788_geojson,This folder (Contemporary South American Languages) contains other maps displaying linguistic subgroups in the region. Maps may be overlaid on each other for a more complete picture.
475727,Romance Languages in Europe,This map contains locations of the Romance languages in Europe. It also displays the locations where bilingualism is prominent in the area.,,,,038346721f4a36148be92a334ac9762a,
350876,Language Atlas of China: Dialects of the Southern Anhui Area,"This map depicts areas of Anhui province that are south of the Yangtze river, and the counties along the Wan river. The total area covered is approximately 480,00 sq km with a population of 11 million. Also included in this map are parts of neighboring provinces of Zhenjiang, Jiangsu, and Jiangxi. The composition of dialects spoken here is rather complex; dialects native to Southern Anhui include Wu, Hui, and Gan while others (e.g. Xiang, Min, Hakka, and She) were bought there by waves of migration into the area in the years after 1866. Jianghuai Mandarin has also heavily influenced the dialects spoken in major towns and cities, such as Dangtu, Caishi, Wuhu, and Datong.
         Notes:
<li>The source uses 'Supergroup > Group > Subgroup > Cluster' as their original hierarchy. In our terminology, this is 'Subgroup' > Language > Dialect Group > Dialect' where applicable. See the corresonding [MultiTree entry](http://multitree.org/trees/Chinese%20(dialects)%3A%20Wurm%2C%20Yongquan%201987) for more details.</li>
<li>
The term 'Remnants' was not clearly defined in the source, but the author describes Wu as the original language of the Northeastern part of the map before war and plague reduced populations in this area. The language situation there now is the result of subsequent migrations into the area.
</li>
<li>
The term 'Pocket' refers to smaller communities of that language, whereas area features denote larger, more widespread communities.
</li>",,,,350879_geojson 350903_geojson 350926_geojson 350948_geojson 350966_geojson 350989_geojson 351007_geojson 351090_geojson 6c2cc4edf0d9bd887b8894a2340891d8,[Dialects of Hunan and Jiangxi Provinces](ContributionTable#cldf:344347)
303984,Sálivan in Contemporary South America,This map shows where languages in the Sálivan language group were spoken ca. 2007. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,,303987_geojson,This folder (Contemporary South American Languages) contains other maps displaying linguistic subgroups in the region. Maps may be overlaid on each other for a more complete picture.
215456,Shinkan at the Time of Contact,"The areas pictured display locations of where Shinkan Complex subgroup languages were spoken when European explorers first encountered them. As specified by Kaufman and Koerner (2007), the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much later, during the 20th century This map was made by vectorizing data from the MultiTree language database and the Altas of the World's Languages.",,,,215459_geojson,"This folder (Meso-America at the Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture."
110034,Avenues for further Austronesian Expansion Research,"This map presents a series of hypothesized migration routes undertaken by Austronesian language speakers stretching back as far as 6000 BP.  In his festschrift, ""Remapping the Austronesian Expansion"", Blench discusses the need to diversify the areas of the world examined in Austronesian studies, and each of the paths represented here are indicative of areas where possible (or documented) links have been established through archaeological, linguistic or biological research (Blench). In the feature info pane for each of the more controversial figures, a brief note has been added regarding the manner of the evidence that Blench cites.  As he states, further study should be taken on in order to verify or invalidate these claims.",Erin Smith,,taik,110015_geojson,
341598,Language Atlas of China: Mongolian Dialects,"This map depicts the extent of the Mongolian language in China, divided into dialects and subdivided into ""vernaculars"". These divisions reflect those adopted by Chinggeltai (1979) and Dob (1983). The authors write that despite various grammatical and phonological differences, all the pictured dialects are mutually intelligible. Lexically, Bargu-Buriat and Inner Mongolian are very similar, but Oirat differs considerably from the other two. Within each dialect, the vernaculars differ negligibly from one another in terms of grammar, but have some lexical and phonetic differences.",,,,341603_geojson 341627_geojson 341650_geojson 5d8cc24df44773ecbc6b9bee3ab0f1da,"A broader overview of languages of the Mongolian family spoken in China can be found at
        [Language Atlas of China: Mongolian Languages](ContributionTable#cldf:341304); to view this family in the context of others, see 
        [Language Atlas of China: Minority Languages in Northern China](ContributionTable#cldf:346160)."
364063,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 10 ""behäufeln""","Map 10 describes the distribution of numerous word-forms various Sorbian dialects use to describe the agricultural process of 'hilling' (Ger. <i>behäufeln</i>) potato fields, that is, after potato crops are well grown, redefining the particular columns in order to cover any new, young potatoes in order to increase yields and prevent astringent potatoes from being harvested.",,,,45c4c21c42387b7b866be7f70522084b,
364560,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 11 ""schälen""","Map 11 in this series describes the various lexemes in Sorbian speaking areas to describe the agricultural process of stubble tilling (Ger. <i>Stoppelsturz</i>). The authors use the verb <i>schälen</i> 'to dehusk, to hull, to peel' in the map title to describe this process more generically. Stubble tilling occurs post-harvest to break up tough plant matter in order to maintain soil quality.",,,,63a9bc15a3f20defe66c280f2b0e63f9,
364602,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 13 ""wɫóža 'Beetfurche'""","Map 13 describes the distribution of two different pronunciations of the Sorbian word <i>włóža</i> (Ger. <i>Beetfurche</i>) 'furrow', or the grooves caused by a plow.",,,,8c645661246f273aac33b429632d3d7c,
105399,China: Hua'er Festivals and Deity Renewals in the Qinghai and Gansu provinces,"This map depicts Hua'er festival locations and Deity Renewals. The data point for 'Lao ye' (Old Man) Mountain (in the Northeast of the larger basemap) contains several songs (in .mp3 format) from a festival which takes place in July; these may be found by right clicking on the point to reveal more information.
<i>Excerpt from Hua'er meetings: dialogic song during pilgrimage (full text can be found in 'other LLMAP resources' below):</i
Hua'er (Mandarin Chinese Huā'ér 花儿) is a Pan-Ethnic Chinese-language dialogic song form that is performed largely in spontaneous festivals on holy mountaintops and other sites in Amdo (Northern Tibet). These annual events attract 100-40,000 people from many ethnic groups--the Amdo Tibetans, Muslim and Han Chinese, Salars, and Monguors--and they cluster around the summer solstice.

	These hua'er ""meetings"" 花儿会, as they are known, are concentrated where the loess plains of western China meet the Tibetan plateau in northeastern Tibet, primarily in what is today southern Gansu province and southeastern Qinghai province, but also in Ningxia and Xinjiang.
The first day, or part of the first day, is devoted to prayers for auspicious events: young couples pray for the birth of a son, farmers pray for a lack of crop-destroying hailstorms and a good harvest. Depending on the site, prayers and offerings may be made at Buddhist or Daoist temples both large and small, situated in a choice location at the sacred site. If the sacred site is a mountain, then one or more temples are located at the foot of the mountain, along heavily-travelled paths partway up, and/or at various summits with commanding vistas.
For more information, read the full pdf of [Hua'er meetings: dialogic song during pilgrimage](http://llmap.org/user-media/HuaerMeetings_description.pdf) (also available in other resources below).",Arienne Dwyer,,,108201_geojson 109653_geojson 109687_geojson,"[Hua'er meetings: dialogic song during pilgrimage](http://llmap.org/user-media/HuaerMeetings_description.pdf)
[China: Salar populated places in the Qinghai region of Xinjiang](http://llmap.org/viewer.html?maps=105489&lon=92.501445559444&lat=39.515754467399&zoom=5)"
364684,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 15 ""Mutterboden""","Map 15 presents an isogloss and multiple pronunciations of a Sorbian lexeme meaning 'topsoil' (Ger. <i>Mutterboden</i>). The lexeme distinctly means 'topsoil' south of this isogloss line. North of the line, however, the same word as several different meanings, including 'sand' (Ger. <i>Sand</i>), 'compost' (Ger. <i>Kompost</i>), 'rubbish' (Ger. <i>Schutt</i>), or even simply 'earth (dirt)' (Ger. <i>Erde</i>).",,,,5d5536ec64ab3888b37cd43d78b5f753,
364725,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 16 ""Erdklumpen""","Map 16 of this series describes the various Sorbian words for the clumps of earth (Ger. <i>Erdklumpen</i>) found in a field, that are made smaller or broken apart via harrowing.",,,,5f3f3be6aaad996074f6d232f736908c,
12938,The UNESCO Database of Endangered Languages (UNESCO),"UNESCO’s Atlas of the World’s Languages in Danger is a database intended to raise awareness about language endangerment and the need to safeguard the world’s linguistic diversity among policy-makers, speaker communities and the general public, and to be a tool to monitor the status of endangered languages and the trends in linguistic diversity at the global level.

Degrees of endangerment
The map designates the degrees of endangerment as based on UNESCO’s     
[Language Vitality and Endangerment framework.](http://www.unesco.org/culture/ich/index.php?lg=en&amp;pg=00142) 
This  establishes six degrees of vitality/endangerment based on nine factors. Of these factors, the most salient is that of intergenerational transmission.
<table id=""degreeEndagerment"" cellpadding=""5px"">
    <tbody>
        <tr>
            <th colspan=""1""><b>Degree of endangerment</b?</th>
            <th><b>Intergenerational Language Transmission<b/></th>
        </tr>
            <td class=""label"">safe</td>
            <td class=""value"">language is spoken by all generations; intergenerational transmission is uninterrupted &gt;&gt; not included in the map</td>
        </tr>
        <tr>
            <td class=""label"">vulnerable</td>
            <td class=""value"">most children speak the language, but it may be restricted to certain domains (e.g., home)</td>
        </tr>
        <tr>
            <td class=""label"">definitely endangered</td>
            <td class=""value"">children no longer learn the language as mother tongue in the home</td>
        </tr>
        <tr>
            <td class=""label"">severely endangered</td>
            <td class=""value"">language is spoken by grandparents and older generations; while the parent generation may understand it, they do not speak it to children or among themselves</td>
        </tr>
        <tr>
            <td class=""label"">critically endangered</td>
            <td class=""value"">the youngest speakers are grandparents and older, and they speak the language partially and infrequently</td>
        </tr>
        <tr>
            <td class=""label"">extinct</td>
            <td class=""value"">there are no speakers left &gt;&gt; included in the Atlas if presumably extinct since the 1950s</td>
        </tr>
    </tbody>
</table>",UNESCO ,,,13057_geojson,
364826,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 18 ""Saat""","Map 18 describes the distribution of several Sorbian lexemes (and their various pronunciations) across and within certain dialect areas. The words in question were translated into German as <i>Saat</i> or 'seed, seedling, sprout'.",,,,79b89a1ba98f36d8cac02e2e9284e2a4,
302955,Chinook Jargon Placenames,"Chinook Jargon, also known as Chinook Wawa, is a pidgin that draws it’s vocabulary from Nootka, Canadian French, and English.  It is thought that Chinook Jargon originated as a trade language along Pacific coast from Oregon to Alaska.  While an exact date of origin is highly debated many scholars agree that it was widely used in the 19th century.  Chinook Jargon would have made it possible for First Nations peoples, Native Americans and Europeans as well as speakers of other languages to communicate for trade.  This map shows Chinook Jargon placenames that cover the United States and Canada.",,,chn,303453_geojson,
325145,New Zealand: Iwi Tribal Areas (TAKOA) - LL-MAP,"This map designates the boundaries of Iwi tribal areas as well as its respective regional groupings (labeled in capital letters).
		 		
		The boundaries are based on knowledge only - they have no official standing (TAKOA).		
		 	
		Note: This map contains data on both sides of the 180th Parallel. Because of constraints on the base map, maps like this will not automatically zoom properly. More label information may be available at higher resolution, which may be viewed by zooming in on the map.",,,,325201_geojson 325222_geojson 325243_geojson 325264_geojson 325284_geojson 325306_geojson 7776da378f9329d16a4d9c2d78468b55,
356404,Historical Atlas of Indonesia: Languages of Borneo,"This map illustrates the languages spoken in Borneo. The authors note that Borneo has historically been linguistically diverse, but not necessarily isolated: ""The peoples of Borneo's northern coast were in regular contact with other Austronesians ... on the coast of what is now Vietnam and with China. The Ma'anyan language of southeastern Borneo, moreover, is related to the Malagasy language of Madagascar."" Despite this diversity, however, Malay has been clearly dominant along the coasts since the 15th century, as it has been the main language of both trade and religion (Islam) in the region. <p>Please note that you may need to zoom in to view many of the language labels. In addition, not all subgroup regions contain language labels; we can infer that such subgroups consist of a single language.",,,,dab71941887bb29b03f9549727524b83,There are Historical Atlas of Indonesia maps for the following other regions: [Sumatra](ContributionTable#cldf:354790)
365137,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 20 ""Keim der Kartoffel""","Map 20 describes the various words used in Sorbian dialects to describe the (Ger.) <i>Keim der Kartoffel</i> 'the eye of the potato', visible when potatoes begin to germinate (Ger. <i>keimen</i>, see map 19). There are four different lexemes documented, one of which is a German loanword into Sorbian.",,,,eedf22437fcb673a0d7dfdfeb149ea54,
364057,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 4 ""(Heu) breiten""","This map describes the dialectal breakdown of various forms of a verb translatable as ""the strewing of hay (as to protect sth. from dew)"". There are two major forms of the word in Sorbian, depending on geography. One form also has two pronunciations. Isoglosses are marked in order to see this dialectal variance easily.",,,,0346d4b4ed84b34f306270063423d5b7,
364058,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 5 ""(Mist) breiten""","This map details the distribution of two major word roots in Sorbian meaning 'to strew about dung' (<i>Mist breiten</i>) or 'to muck a stall (clean of dung)' (<i>ausmisten</i>).  North of the isogloss from Consul-Singwitz-Nimschültz-Kreba, the verb form usually takes the former meaning, while south of the line, the same verb form (though slightly different via preverbal arguments), usually means 'to muck' (<i>ausmisten</i>).",,,,d5e8b19f0e559b01157fc229fa360c35,
364061,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 8 ""Plugsterze""","Map 8 describes the distribution of two Sorbian words for <i>Pflugsterze</i> or 'plow tails'. These words are split between dialects upon a north-south isogloss.  The two lexemes stem originally from Slavic roots, though, after the modernization of farming equipment, such words began to fall out of use and were replaced by German loans or other existing words referring to somehow similar items.",,,,abb2267d3d1cb957dd3711e0c1b2e2e5,
361073,Yup'ik Dialect Atlas and Study: BIG TOE,"This map comes from a series of individual maps of Yup'ik dialect differences. The distributions maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>putukuq, maklaaq, maklaar</i>, B stands for <i>angenquq</i>, C stands for <i> angenquyuk</i>, D stands for <i>angunquq </i>, and E stands for <i>angunquyuq</i>. 
For the Yup’ik item—<i>big toe</i>—Jacobson notes that there are two words for big toe: <i>putukug</i> is most widespread one and may come from <i>putu-</i>  ‘to poke through.’ <i>Angenquq</i>  is found in Canineq area of GCY and means ‘the biggest one’ and may be the evidence for the “aglurmiut hypothesis.”
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td> A </td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> A </td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A </td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A </td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td>A=B>C </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> * </td>
</tr>
</table>",,,,706b4542593f12377a9f9adee16b1554,
361190,Yup'ik Dialect Atlas and Study: CHEWING GUM,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>kuc'uq</i>, while B stands for <i>angeq</i>. 
For the Yup’ik item—<i>Chewing gum</i>—Jacobson notes both words <i>kuc'uq</i> and <i>angeq</i> used for ‘chewing gum’ have the original meaning of ‘spruce pitch.’ <i>Kuc’uq</i> may be used in the Lake Iliamna area and possibly have a cognate in Alutiiq. <i>Kuc'uq</i> is possibly a loan from Inupiaq and used in Norton Sound and the Yukon.  
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> * </td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X </td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  X </td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> B </td>
</tr>
</table>",,,,e2ae8bc47517691c02bb8e9ad2c5c097,
364062,"Sorbischer Sprachatlas (Sorbian Language Atlas): Karte 9 ""rosten (Präfix und Suffix)""","Map 9 details the prefixes and suffixes attached to a verbal root meaning <i>rosten</i> 'to rust'. Forms beginning with <i>za</i> occur north of and along the middle dialect boundary, while south of this line a slightly different vowel is used in the prefix.",,,,98bb7e8252ef58996e773390cd47afad,
336734,South America: The Inca Expansion (Public Content),"This map shows the extent of several societies in early South America. 
		During the 15th century, the Inca Empire reached its greatest extent. 
		While a few areas were added later, most of the empire was formed during the reigns of Pachacuti (1438-1463 AD), Tupac Inca (1463-1471 AD and 1471-1493 AD) and Huayna Capac (1493-1525AD) - the sequence of these conquests can be seen in the layer <i>Inca Expansion</i>. 
		The Inca Empire was a patchwork of several different cultures (the original extent of each of these can be seen in the layer <i>Major Cultures in the Late Intermediate Period in Peru</i>). 
		These cultures were overrun in two major phases: first by Pachacuti (see the layer <i>Initial expansion of the Kingdom of Cusco</i>) and then by his son Tupac Inca (see the layer <i>Expansion of the Kingdom of Cusco under Tupac Inca</i>)",,,,336737_geojson 336790_geojson 37e02854909b2d9b2d81516883d6b3f1 5414e6ad3d9468abb5e8604af0c2437c 82e77a0b3197b0910f3e6e30a5fa0697 906464ac00af9fbee7b2c0e71273846d,
311256,Southeast Asia: Hmong-Mien Languages,"This map displays the locations where Hmong-Mien languages are spoken in Southeast Asia. These languages are dispersed throughout the regions of and southern China, the northern areas of Vietnam and Laos, and northwestern Thailand.The mixed areas indicate regions where other languages are spoken that cross language family boundaries. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,,
311328,Southeast Asia: Sino-Tibetan Languages,This map displays the locations where Sino-Tibetan languages are spoken in Southeast Asia. These languages are spoken primarily in the western area of the region. The mixed areas indicate regions where other languages are spoken that cross language family boundaries. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.,,,,,
311282,Southeast Asia: Tai-Kadai Languages,"This map displays the locations where Tai-Kadai languages are spoken in Southeast Asia. These languages span from northern Myanmar and central China, through to southern Thailand and into northern Malaysia. This region also contains speakers of languages from the Austronesian, Hmong-Mien, Mon-Khmer and Sino-Tibetan language families. The mixed areas indicate regions where other languages are spoken that cross language family boundaries.
 This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,,
313403,South Pacific: The Philippines,"This map shows the areas where indigenous languages were spoken in The Philippines. Most of the languages belong to the Malayo-Polynesian subgroup of the Austronesian language family, however Chavacano, a Spanish based creole language and also Tausug, a lingua franca are also represented. Tausug is found in the southern islands, where trade and contact amongst other Austronesian language speaking indigenous peoples was common.
This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",,,,313406_geojson 313484_geojson 313584_geojson 313641_geojson,"[ The Philippines: The Numerically Most Important Languages](ContributionTable#cldf:111478)
[The Philippines, Malaysian and Indonesia:  Pidgins, Creoles and Lingua Francas](ContributionTable#cldf:305013)"
354814,Sri Lanka: Low Country Sinhalese Speaking Enclaves (Breton),"'Low Country Sinhalese' refers to one of the ethnic groups in Sri Lanka. The language is referred to as 'Sinhala,' and while it is an Indo-Aryan language due to its relative isolation and influence of other non-Indo-Aryan languages, has developed differently from the Indo-Aryan languages spoken in norhtern mainland India.
Notes on reading this map:
This map is designed to be overlaid onto other maps of Sri Lanka, in order to gain a more in depth view of the languages spoken on the island.",,,,64f73d32907bd0252b669626134418b8,
333663,Sub-Saharan Africa: Adamawa-Ubangi Languages,"This map displays the locations where Adamawa-Ubangi languages are spoken throughout Sub-Saharan Africa. These languages, spoken in central Africa, form a primary branch of the Niger-Congo language family. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,333666_geojson,
336702,Sub-Saharan Africa: African Language Isolates,"This map displays the locations where African language isolates are spoken in Sub-Saharan Africa. These languages include Hadza and Sandawe, spoken only in Tanzania. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,336705_geojson,
474169,Tuyoneri in South America at the Time of Contact,"The areas pictured display locations of where Tuyoneri languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007).",,,,,"This folder (Central and South America: Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact. The maps may be 
overlaid on each other for a more complete picture."
336679,Sub-Saharan Africa: African Pidgins and Creoles,"This map displays the locations where African Pidgins and Creoles are spoken throughout Sub-Saharan Africa. These languages, which include Krio in Sierra Leone, Liberian Settler English in Liberia, Crioulo in Guinea Bassau, and Portuguese-based creoles in Sao Tome and Principe, are spoken in small concentrated areas on the coast of western Africa. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,336682_geojson,
331872,Sub-Saharan Africa: Benue Congo Languages,"This map displays the locations where Benue Congo languages are spoken in Sub-Saharan Africa. The Benue Congo subgroup is the largest, most diverse subgroup of the Niger-Congo language family - comprising the Bantoid, Cross River, Plateau and Volta-Niger branches - and includes the greatest number of languages spoken in Sub-Saharan Africa. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,352269_geojson,
335611,Sub-Saharan Africa: Dogon Languages,"This map displays the locations where Dogon languages are spoken throughout Sub-Saharan Africa. These languages, a part of the Niger-Congo language family, are primarily spoken in Mali. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,335614_geojson 336151_geojson,
332702,Sub-Saharan Africa: Eastern Mande Languages,"This map displays the locations where Eastern Mande languages are spoken throughout Sub-Saharan Africa. These languages, together with those of Western Mande, form a divergent branch of the Niger-Congo language family.  This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,332707_geojson 336618_geojson,
332618,Sub-Saharan Africa: Kru Languages,This map displays the locations where Kru languages are spoken throughout Sub-Saharan Africa. These languages are considered to be nearly unitary as a branch of the Niger-Congo language family (Wald 2007). This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.,,,,332621_geojson 336597_geojson,
213750,Takame-Jaruroan in South America at the Time of Contact,"The areas pictured display locations of where Takame-Jaruroan languages were spoken when they were first encountered and knowledge of them was recorded. As specified in Asher and Moseley, the time of contact varied for each language; most of the coastal languages were first identified during the 16th and 17th centuries, although some languages in the interior of South America became known much more recently during the 20th century (Kaufman 2007). This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.",,,,,"This folder (Central and South America: Time of Contact) contains other maps 
showing linguistic subgroups and their time of contact.  The maps may be 
overlaid on each other for a more complete picture."
